CLEAR,0,4900
">LIST PERSONNEL:",425,0
Michael Abrash,425,0
Mike Ambinder,425,0
Matthew J. An,425,0
Elizabeth Andrade,425,0
Max Aristov,425,0
Ricardo Ariza,425,0
Gautam Babbar,425,0
Ted Backman,425,0
William Yagi-Bacon,425,0
Jeff Ballinger,425,0
Kenneth Banks,425,0
Aaron Barber,425,0
Jeep Barnett,425,0
John Bartkiw,425,0
Mark Behm,425,0
Michael Belzer,425,0
Caleb Benefiel,425,0
Jeremy Bennett,425,0
Dan Berger,425,0
Yahn Bernier,425,0
Amanda Beste,425,0
Ken Birdwell,425,0
Derrick Birum,425,0
Mike Blaszczak,425,0
Iestyn Bleasdale-Shepherd,425,0
Matt Boone,425,0
Michael S. Booth,425,0
Antoine Bourdon,425,0
Christopher Boyd,425,0
Jason Brashill,425,0
Charlie Brown,425,0
Tom Bui,425,0
Charlie Burgin,425,0
Andrew Burke,425,0
Augusta Butlin,425,0
Tobin Buttram,425,0
Liz Cambridge,425,0
Heather Campbell,425,0
Chris Carollo,425,0
Dario Casali,425,0
Matthew Charlesworth,425,0
Pongthep Bank Charnchaichujit,425,0
Grégoire Cherlin,425,0
Christopher Chin,425,0
Kurtis Chinn,425,0
Jared Christen,425,0
Doug Church,425,0
Jess Cliffe,425,0
Phillip Co,425,0
John Cook,425,0
Christen Coomer,425,0
Greg Coomer,425,0
Michael Coupland,425,0
Scott Dalton,425,0
Kerry William Davis,425,0
Jeffrey Lee Brown,425,0
Steve Bond,425,0
Kyle Davis,425,0
Bruce Dawson,425,0
Joseph Demers,425,0
Ariel Diaz,425,0
Viktoria Dillon,425,0
Quintin Doroquez,425,0
Chris Douglass,425,0
Shanon Drone,425,0
Laura Dubuk,425,0
Mike Dunkle,425,0
Fletcher Dunn,425,0
Mike Durand,425,0
Marcus Egan,425,0
Zach Eller,425,0
Dhabih Eng,425,0
Brett English,425,0
Miles Estes,425,0
Chet Faliszek,425,0
Al Farnsworth,425,0
David Feise,425,0
Adrian Finol,425,0
Bill Fletcher,425,0
Adam Foster,425,0
Zachary Franks,425,0
Reuben Fries,425,0
Stephane Gaudette,425,0
Richard Geldreich,425,0
Vitaliy Genkin,425,0
Derrick Gennrich,425,0
Cayle George,425,0
Henry Goffin,425,0
Paul Graham,425,0
Chris Green,425,0
Bronwen Grimes,425,0
Chris Grinstead,425,0
John Guthrie,425,0
Aaron Halifax,425,0
Jeffrey Hameluck,425,0
Joe Han,425,0
Romy Hatfield,425,0
Nate Heller,425,0
Don Holden,425,0
Jason Holtman,425,0
Eric Hope,425,0
Gray Horsfield,425,0
Keith Huggins,425,0
Jim Hughes,425,0
Brandon Idol,425,0
Brian Jacobson,425,0
Lars Jensvold,425,0
Burton Johnsey,425,0
Erik Johnson,425,0
Rick Johnson,425,0
Adrian Johnston,425,0
Jakob Jungels,425,0
Neil Kaethler,425,0
Richard Kaethler,425,0
Steve Kalning,425,0
Kristopher Katz,425,0
Aaron Kearly,425,0
Emily Kent,425,0
Iikka Keränen,425,0
Andrew Kim,425,0
David Kircher,425,0
Eric Kirchmer,425,0
David Kirsch,425,0
Tejeev Kohli,425,0
Peter Konig,425,0
Ted Kosmatka,425,0
Alden Kroll,425,0
Laure Lacascade,425,0
Marc Laidlaw,425,0
Stefan Landvogt,425,0
Jeffrey Lane,425,0
Keith Lango,425,0
Tim Larkin,425,0
Liam Lavery,425,0
Jinwoo Lee,425,0
Isabelle Lemay,425,0
Tom Leonard,425,0
Justin Lesamiz,425,0
Jeff Lind,425,0
Jon Lippincott,425,0
Jane Lo,425,0
Matthew Logue,425,0
Doug Lombardi,425,0
Andrew Loomer,425,0
Richard Lord,425,0
Realm Lovejoy,425,0
Joseph Ludwig,425,0
Scott R. Ludwig,425,0
Randy Lundeen,425,0
Roger Lundeen,425,0
Scott Lynch,425,0
Antonello Maddalena,425,0
Ido Magal,425,0
Nick Maggiore,425,0
Yasser Malaika,425,0
Connor Malone,425,0
Alexander Mark,425,0
Michael Marcus,425,0
John McCaskey,425,0
Patrick McClard,425,0
Noel McGinn,425,0
Hamish McKenzie,425,0
Gary McTaggart,425,0
Sergiy Migdalskiy,425,0
Jason Mitchell,425,0
Caroline Müller,425,0
Kyle Monroe,425,0
Mike Morasky,425,0
John Morello II,425,0
Chandler Murch,425,0
Jim Murray,425,0
Marc Nagel,425,0
Olivier Nallet,425,0
Arsenio N. Navarro II,425,0
Dina Nelson,425,0
Gabe Newell,425,0
Milton Ngan,425,0
Aaron Nicholls,425,0
Matt Nickerson,425,0
Andy Nisbet,425,0
Michael Avon Oeming,425,0
Martin Otten,425,0
Corey Peters,425,0
Christine Phelan,425,0
Jay Pinkerton,425,0
D. J. Powers,425,0
Karen Prell,425,0
Matt Pritchard,425,0
Bay Raitt,425,0
Lindsay Randall,425,0
Alireza Razmpoosh,425,0
Tristan Reidford,425,0
Brandon Reinhart,425,0
Alfred Reynolds,425,0
Matthew Rhoten,425,0
Mark Richardson,425,0
Garret Rickey,425,0
David Riller,425,0
Ted Rivera,425,0
Christian Rivers,425,0
Erik Robson,425,0
Joe Rohde,425,0
Elan Ruskin,425,0
Matthew Russell,425,0
Jason Ruymen,425,0
Phillip Saltzman,425,0
Michael Sartain,425,0
David Saunders,425,0
David Sawyer,425,0
Marc Scaparro,425,0
Thorsten Scheuermann,425,0
Florent Schiffer,425,0
Wade Schin,425,0
Matthew Scott,425,0
Gregory Sedgwick,425,0
Aaron Seeler,425,0
Chris Shambaugh,425,0
Taylor Sherman,425,0
James Shin,425,0
Joel Shoop,425,0
Ivan Simoncini,425,0
Justin Skinner,425,0
Eric Smith,425,0
Jacob J. Smith,425,0
Jeff Sorensen,425,0
David Speyrer,425,0
Kutta Srinivasan,425,0
Mellissa Stanfield,425,0
Jay Stelly,425,0
Jenny Stendahl,425,0
Mike Stevens,425,0
Eric A. Strand,425,0
Jonathan Sutton,425,0
Anna Sweet,425,0
Eric Tams,425,0
Ryan Thorlakson,425,0
Kelly Thornton,425,0
Paul G. Thuriot,425,0
Greg Towner,425,0
Ray Ueno,425,0
Jeffrey Unay,425,0
Doug Valente,425,0
Bill Van Buren,425,0
Gabriel Van Engel,425,0
Alex Vlachos,425,0
Robin Walker,425,0
Eric Wanless,425,0
Chad Weaver,425,0
Joshua Weier,425,0
Chris Welch,425,0
Thad Wharton,425,0
Karl Whinnie,425,0
Andrea Wicklund,425,0
Andrew Wolf,425,0
Erik Wolpaw,425,0
Douglas R. Wood,425,0
Matt T. Wood,425,0
Danika Wright,425,0
Matt Wright,425,0
Pieter Wycoff,425,0
Shawn Zabecki,425,0
Torsten Zabka,425,0

"
>VOICES:",317,50
"Ellen McLain - GlaDOS, Turrets",883,0
Stephen Merchant - Wheatley,883,0
J. K. Simmons - Cave Johnson,883,0
Joe Micheals - Announcer,883,0
"Nolan North - Cores,
Defective Turrets",883,0
"Dee Bradley Baker - Atlas,
P-Body",883,117

"
>THANKS FOR THE USE",516,0
">OF THEIR FACE:",367,0
Alesia Glidewell - Chell,783,116

"
>SONGS:",183,0
'Exile Vilify',425,0
Written by Matthew Berninger,900,0
and Aaron Dessner,500,0
Published by,425,0
Val Jester Music (ASCAP),900,0
and ABD 16 Music (ASCAP),900,0
adminstered by Bug,500,0
Performed by The National,425,0
,0,0
'Still Alive' by:,425,0
Jonathan Coulton,425,0
,0,0
'Want You Gone' by:,425,0
Jonathan Coulton,425,0
,0,0
"
>VOICE RECORDING:",500,0
"Pure Audio, Seattle, WA",717,0
,0,0
"
>TRANSLATIONS:",400,0
SDL,100,0
,0,0
"
>SPECIAL THANKS TO:",617,0
Alienware,233,0
ATI,233,0
Dell,233,0
Falcon Northwest,233,0
Havok,233,0
Sam Gray,233,0
Jamie Hunsdale,233,0

"
>PHOTO CREDIT OF EARTH:",700,0
NASA,117,0

"
>END CREDIT RECREATION:",700,0
Joshua Vandaële,367,0

"








",300,0